"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Vogesella"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.904865461855051	-0.356171319365613	0.787063693113713	0.135556799390936	0.531545417925372	0.000371526847067203	0.00852489843632057	NA	"abundance"	235	71
"Sphingorhabdus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.825979044597916	0	0.548054989770627	0.131782515901762	0.531545417925372	0.246198400306125	0.520533760647235	NA	"prevalence"	235	60
"Vampirovibrionaceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.768487229116504	0	0.503322903700986	0.126803922116421	0.531545417925372	0.237528609568735	0.516974032590775	NA	"prevalence"	235	111
"Niveibacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.768842813939859	0	0.531693271320625	0.148169635363871	0.54081916907813	0.27438502988388	0.534328742405451	NA	"prevalence"	235	164
"Culicoidibacter"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-1.88324163971932	0	1.3258255922376	0.155482711049643	0.553670141786534	0.286790548663939	0.544166682080294	NA	"prevalence"	235	228
"env.OPS 17 Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.203062805302331	-0.356171319365613	0.378498741466714	0.164843190894582	0.562296133770697	0.302513104204857	0.548303178469891	NA	"abundance"	235	113
"Runella"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-1.07134855177066	-0.356171319365613	0.497178736087017	0.165607765425616	0.562296133770697	0.303789598881967	0.548303178469891	NA	"abundance"	235	59
"Sphaerotilus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.81570498288999	0	0.59441564225404	0.169976139882283	0.56401173688212	0.0518033443727317	0.239590467723884	NA	"prevalence"	235	49
"Haliangiaceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.964762176538663	-0.356171319365613	0.457636621608638	0.187737220214294	0.571034044818477	0.214294527190042	0.480539242789791	NA	"abundance"	235	103
"Dinghuibacter"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.705601299059067	0	0.528583344931368	0.181911931455919	0.571034044818477	0.330731912105815	0.568299272122914	NA	"prevalence"	235	162
