"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Elstera"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	0.0988528732154606	0	0.282860134909089	0.72673186693741	0.78096558835065	0.595895742956085	0.679433911651539	NA	"prevalence"	235	73
"Cetobacterium"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.415548469472137	-0.511589220750174	0.322331095339785	0.773989031267671	0.825588300018849	0.067624166143933	0.106472091375554	NA	"abundance"	235	211
"Sphingorhabdus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.0609473830715454	0	0.299034184642471	0.838498774277662	0.887822231588113	0.730750888879303	0.7952289084863	NA	"prevalence"	235	60
"Luteimonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	0.0436423442171561	0	0.261487553366822	0.867448517815362	0.911770704857023	0.982430104570656	0.994203475816751	NA	"prevalence"	235	120
"Aquabacterium"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.0436462754413251	0	0.275567984784935	0.874152174259991	0.912158790532165	0.181536496580177	0.244249104489692	NA	"prevalence"	235	80
"Luteimonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.428968274109331	-0.511589220750174	0.549598745252179	0.880501776417651	0.91217450218807	0.982430104570656	0.994203475816751	NA	"abundance"	235	120
"Gemmataceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	0.0373177438417835	0	0.277290482967349	0.89294398209746	0.918456667300244	0.820283475547344	0.867156817007192	NA	"prevalence"	235	157
"Bacteroidia Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.450437958772851	-0.511589220750174	0.599063224850023	0.918654746535909	0.9368772766136	0.711293166306042	0.7952289084863	NA	"abundance"	235	85
"Runella"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.572740482727497	-0.511589220750174	0.640394270402534	0.923865092216189	0.9368772766136	0.994203475816751	0.994203475816751	NA	"abundance"	235	59
"Gemmata"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.0125071715752386	0	0.261444291552267	0.961844743274877	0.96730390599963	0.745841074756846	0.799887529449372	NA	"prevalence"	235	116
"Runella"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.0123355396061161	0	0.300940569597987	0.96730390599963	0.96730390599963	0.994203475816751	0.994203475816751	NA	"prevalence"	235	59
"Niveibacterium"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-1.05128588728209	0	0.305526488148097	0.000579784209425371	0.00379495118896606	0.0429857587047748	0.0722942305489395	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	164
"Bosea"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-1.07445124311879	0	0.388893594663863	0.00573006382982901	0.0245365258447908	0.0310318788607695	0.0574089758924236	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	195
"Sphaerotilus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.905144507288001	0	0.330056660913818	0.0060993638288476	0.0250945254672587	0.123650498921571	0.186645563110705	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	49
"Cellvibrio"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	0.748746025463406	0	0.308773035695482	0.0153122910516069	0.0512783700332882	2.39794371861279e-05	0.000136498334751805	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	178
"Paenirhodobacter"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.827843429185196	0	0.348658856977558	0.0175791575120291	0.0562533040384932	0.00408656179983136	0.0126002322161467	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	188
"Tundrisphaera"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.644485984323911	0	0.29896220517972	0.0311036592733862	0.081435035188502	0.000833053000401707	0.00324452221209086	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	168
"Haliangiaceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.564418049578693	0	0.265381231452267	0.0334350610203283	0.0832624696281654	0.139514036717213	0.198539206097572	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	103
"Gemmobacter"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.697397772983969	0	0.362703528831083	0.0545081414806239	0.122643318331404	0.0053600538023566	0.0154727632308723	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	194
"Aurantisolimonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.589881722110224	0	0.318981774282189	0.0644196061881016	0.142211258443591	0.0263581875572132	0.0532134647580887	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	180
"Legionella"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.501998412811427	0	0.2763670537185	0.0693060975973713	0.144638812377123	0.723786609590093	0.7952289084863	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	150
"Dinghuibacter"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.42260295473945	0	0.286610101475803	0.140350434585791	0.245133561444953	1.87156350901496e-05	0.000115413083055923	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	162
"Roseomonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.349672877051879	0	0.315050296355007	0.26704409972293	0.421128413266147	0.422673741623133	0.512751752132981	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	181
"Paracoccaceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.518447084402847	0	0.61271854281346	0.397473359062935	0.555690909757889	0.0158560227476214	0.0365619244347126	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	223
"Gammaproteobacteria Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.317397503973984	0	0.391559454798802	0.41759628258863	0.56199873544638	0.0113497583402202	0.0284977204144776	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	204
"Fluviicola"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.152897579209165	0	0.265992530580253	0.565413667720321	0.678690216273922	0.322492088960002	0.404481603102375	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	138
"Clostridium"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.126123848516282	0	0.272533537568874	0.643520021967774	0.71834793149891	0.0286517461112811	0.0557875602224637	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	150
"Nitrospira"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.145485028314112	0	0.30208809839534	0.63009153710909	0.71834793149891	0.0918832021022864	0.141653269907692	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	58
"Pedosphaeraceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	-0.118106944266198	0	0.261536902680955	0.651565768349235	0.719141432448223	0.285093037619042	0.363739392824295	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	235	117
"Rhodocyclaceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	NA	NA	NA	NA	NA	0.00313681248348415	0.0109355013342282	"No data points have the baseline factor level"	"abundance"	235	66
"Vogesella"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	NA	NA	NA	NA	NA	0.00246003746054825	0.00910213860402852	"No data points have the baseline factor level"	"abundance"	235	71
"Aeromonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	NA	0	NA	NA	NA	0.000357752490827923	0.00147076024007035	"All logistic values are the same"	"prevalence"	235	235
"Pseudomonas"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	NA	0	NA	NA	NA	7.27640170339328e-13	1.79484575350367e-11	"All logistic values are the same"	"prevalence"	235	235
