HistoryLevelNum,prob,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value
0,0.7930559636187301,0.07811783573559039,Inf,0.6012153242711826,0.9069001045618301,0.5,2.822452005809373,0.004765795469674393
1,0.6817120793379225,0.060662706377725306,Inf,0.5532204274459301,0.7874480295247721,0.5,2.724302876689509,0.00644373835522142
2,0.5448433401752183,0.12046930595345198,Inf,0.31598957430693786,0.7562036022672863,0.5,0.3702393791643345,0.7112041376883826
