"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Ensifer"	"HistoryLevel_f"	"One prior stressor"	"HistoryLevel_fOne prior stressor"	-4.0220915363225	0	0.808571490513892	6.54778243569856e-07	0.000470785557126727	1.30955605840517e-06	0.000484535741609911	NA	"prevalence"	235	159
"env.OPS 17 Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	2.30264749657768	0	0.551552323390309	2.98184171472741e-05	0.010719720964445	5.96359451565471e-05	0.0110326498539612	NA	"prevalence"	235	113
"Rhizobiaceae Genus"	"HistoryLevel_f"	"One prior stressor"	"HistoryLevel_fOne prior stressor"	3.06256321430898	0	0.782504246730007	9.08558142813509e-05	0.0163313326170728	0.000181703373783713	0.0168075620749935	NA	"prevalence"	235	125
"Vampirovibrionaceae Genus"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	2.37689941388298	0	0.597096252506128	6.86940534345061e-05	0.0163313326170728	0.000137383387996035	0.0168075620749935	NA	"prevalence"	235	111
"Acinetobacter"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	2.206796280121	0	0.601211915571563	0.000242000951607886	0.034799736841214	0.000483943338755193	0.0255798621913459	NA	"prevalence"	235	136
"Aeromonas"	"HistoryLevel_f"	"Two prior stressors"	"HistoryLevel_fTwo prior stressors"	0.644277930766916	-1.06022633665854	0.431858586827609	0.000358901110658943	0.0386189596349535	0.000358901110658943	0.0255798621913459	NA	"abundance"	235	235
"Devosia"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	1.86393248170057	0	0.528277517840797	0.000418205215302904	0.0386189596349535	0.000836235535003701	0.0386758934939212	NA	"prevalence"	235	97
"Vogesella"	"Parasite_Exposed"	"Exposed"	"Parasite_ExposedExposed"	5.44342598306059	0	1.54592734662789	0.000429696351988357	0.0386189596349535	0.000429696351988357	0.0255798621913459	NA	"prevalence"	235	71
"env.OPS 17 Genus"	"HistoryLevel_f"	"Two prior stressors"	"HistoryLevel_fTwo prior stressors"	4.75629059189226	0	1.38110811238022	0.000573553031895417	0.0412384629932805	0.00114677710071044	0.0424307527262862	NA	"prevalence"	235	113
"Rhizobiaceae Genus"	"Parasite_Exposed"	"Exposed:HistoryLevel_fOne prior stressor"	"Parasite_ExposedExposed:HistoryLevel_fOne prior stressor"	-2.17261484541813	0	0.627821194481169	0.000539046928475389	0.0412384629932805	0.00107780328535968	0.0424307527262862	NA	"prevalence"	235	125
