ID,Description,p.adjust,Count,geneID,log_padj
GO:0000502,proteasome complex,1.5376146071775605e-13,11,psma5/psmc6/psmd11b/psmd14/psmc4/pomp/psmb3/adrm1/psmc5/psma6a/psmd13,12.813152503903888
GO:1905369,endopeptidase complex,7.103616389407359e-13,11,psma5/psmc6/psmd11b/psmd14/psmc4/pomp/psmb3/adrm1/psmc5/psma6a/psmd13,12.148520499434111
GO:1905368,peptidase complex,6.2767337431438115e-12,11,psma5/psmc6/psmd11b/psmd14/psmc4/pomp/psmb3/adrm1/psmc5/psma6a/psmd13,11.20226629357901
GO:0005838,proteasome regulatory particle,8.091342981502748e-11,7,psmc6/psmd11b/psmd14/psmc4/adrm1/psmc5/psmd13,10.091979389259162
GO:0022624,proteasome accessory complex,1.8066640857969384e-10,7,psmc6/psmd11b/psmd14/psmc4/adrm1/psmc5/psmd13,9.743122588582539
GO:0008540,"proteasome regulatory particle, base subcomplex",2.369632169747629e-4,3,psmc6/psmc4/psmc5,3.625319062870367
GO:0005839,proteasome core complex,0.0021037880339158633,3,psma5/psmb3/psma6a,2.6769980194318195
GO:0030131,clathrin adaptor complex,0.0030044727123214134,3,ap2a1/ap1g2/ap1b1,2.5222317360481634
GO:0030119,AP-type membrane coat adaptor complex,0.005351536266254561,3,ap2a1/ap1g2/ap1b1,2.271521527103541
GO:0030118,clathrin coat,0.008404149039368933,3,ap2a1/ap1g2/ap1b1,2.0755062544096385
GO:0019773,"proteasome core complex, alpha-subunit complex",0.008802072497773542,2,psma5/psma6a,2.055415058716344
GO:0005682,U5 snRNP,0.011770800987707468,2,prpf8/snrpd3,1.9291939829759968
GO:0048471,perinuclear region of cytoplasm,0.01635087704810054,4,anp32a/cherp/ndor1/ehd1b,1.7864589471667083
GO:0034399,nuclear periphery,0.01814918447403249,2,lmnb1/lmnb2,1.7411428850292379
GO:0030117,membrane coat,0.025777838255239018,3,ap2a1/ap1g2/ap1b1,1.588753505647684
GO:0048475,coated membrane,0.025777838255239018,3,ap2a1/ap1g2/ap1b1,1.588753505647684
GO:0005635,nuclear envelope,0.031122734157173752,4,banf1/lmnb1/nup62l/lmnb2,1.5069222568875744
GO:1904949,ATPase complex,0.033214306283196375,3,atp6v1ba/hdac1/uchl5,1.4786748138389016
GO:0030125,clathrin vesicle coat,0.0467030628019027,2,ap2a1/ap1g2,1.330654637327925
GO:0042470,melanosome,0.06350285524010386,2,atp6v1ba/cnp,1.197206747351423
GO:0048770,pigment granule,0.06350285524010386,2,atp6v1ba/cnp,1.197206747351423
GO:0030665,clathrin-coated vesicle membrane,0.07042978359497935,2,ap2a1/ap1g2,1.1522436460340597
GO:0071013,catalytic step 2 spliceosome,0.09165066027915422,2,prpf8/snrpd3,1.0378644019013252
GO:0097525,spliceosomal snRNP complex,0.09783405468057077,2,prpf8/snrpd3,1.0095099469966442
GO:0030532,small nuclear ribonucleoprotein complex,0.09783405468057077,2,prpf8/snrpd3,1.0095099469966442
GO:0005681,spliceosomal complex,0.09783405468057077,3,prpf8/snrpd3/snrnp200,1.0095099469966442
GO:0030120,vesicle coat,0.09783405468057077,2,ap2a1/ap1g2,1.0095099469966442
GO:0070603,SWI/SNF superfamily-type complex,0.09783405468057077,2,hdac1/uchl5,1.0095099469966442
