gene_id,TaxaID,correlation,p_value,fdr,abs_correlation,comparison_name,base_treatment,comparison_treatment
cyp1a,Culicoidibacter,0.6535985443273364,0.00299700299700299,0.06680929689779247,0.6535985443273364,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cyp4v2b,Culicoidibacter,0.6442688432497055,0.00999000999000999,0.09285917034994526,0.6442688432497055,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
gbp,Culicoidibacter,0.637638675480734,0.01098901098901099,0.09436813186813188,0.637638675480734,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tp53inp1,Culicoidibacter,0.6159512630100684,0.01398601398601398,0.09728673388467204,0.6159512630100684,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC101885347,Fluviicola,-0.6093782701947876,0.00699300699300699,0.08509847640282422,0.6093782701947876,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tpra,Fluviicola,-0.5967813722423129,0.00299700299700299,0.06680929689779247,0.5967813722423129,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pold1,Fluviicola,-0.5964125015974722,0.01498501498501498,0.09728673388467204,0.5964125015974722,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pmt,Fluviicola,0.5950838907476438,0.00899100899100899,0.0909572355355488,0.5950838907476438,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
orc1,Fluviicola,-0.5946485040419667,0.01698301698301698,0.09879958378803644,0.5946485040419667,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
anapc2,Fluviicola,-0.5915597396226036,0.01698301698301698,0.09879958378803644,0.5915597396226036,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tcea1,Fluviicola,-0.5909423382425164,0.01298701298701298,0.09565580618212198,0.5909423382425164,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
qrich1,Fluviicola,-0.5824756741841685,0.00399600399600399,0.07294155120242077,0.5824756741841685,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
shha,Fluviicola,-0.5725336918605526,0.00199800199800199,0.06680929689779247,0.5725336918605526,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tbck,Fluviicola,-0.5698498523075086,0.00299700299700299,0.06680929689779247,0.5698498523075086,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
adap2,Fluviicola,-0.5697375468974605,0.00299700299700299,0.06680929689779247,0.5697375468974605,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
drosha,Fluviicola,-0.5656261731310989,0.01298701298701298,0.09565580618212198,0.5656261731310989,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC141379964,Fluviicola,-0.5655747511868686,0.01098901098901099,0.09436813186813188,0.5655747511868686,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rif1,Fluviicola,-0.5652597252512568,0.00199800199800199,0.06680929689779247,0.5652597252512568,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ap5s1,Fluviicola,-0.5650431498349644,0.00199800199800199,0.06680929689779247,0.5650431498349644,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd12,Fluviicola,-0.5639579549565842,0.01698301698301698,0.09879958378803644,0.5639579549565842,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lypla2,Fluviicola,-0.5632274862085279,0.00899100899100899,0.0909572355355488,0.5632274862085279,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tubgcp5,Fluviicola,-0.5603348453997329,0.00399600399600399,0.07294155120242077,0.5603348453997329,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rbl1,Fluviicola,-0.5597119207857224,9.99000999000999e-4,0.05354220247837269,0.5597119207857224,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lin54,Fluviicola,-0.5563602871319966,0.00399600399600399,0.07294155120242077,0.5563602871319966,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
taco1,Fluviicola,-0.5538281516645698,0.00699300699300699,0.08509847640282422,0.5538281516645698,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
oxsr1a,Fluviicola,-0.5503317860534943,0.00299700299700299,0.06680929689779247,0.5503317860534943,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hirip3,Fluviicola,-0.5482570313703289,0.00899100899100899,0.0909572355355488,0.5482570313703289,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dhfr,Tundrisphaera,-0.5465842575144638,0.01498501498501498,0.09728673388467204,0.5465842575144638,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
h3f3a,Fluviicola,-0.5451503774123534,0.00299700299700299,0.06680929689779247,0.5451503774123534,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rpa1,Fluviicola,-0.5422531777754094,0.01698301698301698,0.09879958378803644,0.5422531777754094,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mcmbp,Fluviicola,-0.5422489556261006,0.00799200799200799,0.08752986144290491,0.5422489556261006,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rilpl2,Fluviicola,-0.5417908976253334,0.00199800199800199,0.06680929689779247,0.5417908976253334,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rb1,Fluviicola,-0.5401443562679367,0.00999000999000999,0.09285917034994526,0.5401443562679367,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nfyc,Fluviicola,-0.5394483697469502,0.00299700299700299,0.06680929689779247,0.5394483697469502,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ankrd28b,Fluviicola,-0.5377479005481057,9.99000999000999e-4,0.05354220247837269,0.5377479005481057,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
iqgap1,Fluviicola,-0.5374752408806943,0.00399600399600399,0.07294155120242077,0.5374752408806943,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cbx5,Fluviicola,-0.535208273108263,0.00499500499500499,0.08117688762850052,0.535208273108263,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nup85,Fluviicola,-0.5339720520090863,0.00699300699300699,0.08509847640282422,0.5339720520090863,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
msh2,Fluviicola,-0.5321206240124876,0.01598401598401598,0.09820423478960064,0.5321206240124876,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
zgpat,Fluviicola,-0.5315586935233767,9.99000999000999e-4,0.05354220247837269,0.5315586935233767,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hsbp1b,Fluviicola,-0.5299362818860998,9.99000999000999e-4,0.05354220247837269,0.5299362818860998,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
atp6v1ba,Fluviicola,-0.529047859204759,9.99000999000999e-4,0.05354220247837269,0.529047859204759,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd2,Fluviicola,-0.528770291250725,0.00699300699300699,0.08509847640282422,0.528770291250725,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
gemin4,Fluviicola,-0.5269120926797112,0.00299700299700299,0.06680929689779247,0.5269120926797112,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nup205,Fluviicola,-0.5268927243660542,0.00899100899100899,0.0909572355355488,0.5268927243660542,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-130m23.2,Fluviicola,-0.5259805843237673,0.00499500499500499,0.08117688762850052,0.5259805843237673,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
irf9,Fluviicola,-0.5242933447150095,0.00299700299700299,0.06680929689779247,0.5242933447150095,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ctcf,Fluviicola,-0.5239225995139163,9.99000999000999e-4,0.05354220247837269,0.5239225995139163,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd6,Fluviicola,-0.5225419110118767,0.00899100899100899,0.0909572355355488,0.5225419110118767,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
bcl11ab,Fluviicola,-0.520970058272177,0.00699300699300699,0.08509847640282422,0.520970058272177,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
commd6,Fluviicola,-0.5186757144154456,0.00499500499500499,0.08117688762850052,0.5186757144154456,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
usp45,Fluviicola,-0.5165023883247911,0.00599400599400599,0.08296099504890714,0.5165023883247911,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tprb,Fluviicola,-0.5153177135631534,0.00399600399600399,0.07294155120242077,0.5153177135631534,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
zgc:103508,Fluviicola,-0.5148867519740824,0.00299700299700299,0.06680929689779247,0.5148867519740824,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
fbxo44.1,Fluviicola,-0.5143806612856844,9.99000999000999e-4,0.05354220247837269,0.5143806612856844,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd13,Fluviicola,-0.5139936145701306,0.01198801198801198,0.09436813186813188,0.5139936145701306,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch73-144d13.7,Fluviicola,-0.5136808996145867,0.01698301698301698,0.09879958378803644,0.5136808996145867,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ap2a1,Fluviicola,-0.5119279573597771,0.00399600399600399,0.07294155120242077,0.5119279573597771,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
smc1al,Fluviicola,-0.5108247132258489,9.99000999000999e-4,0.05354220247837269,0.5108247132258489,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ap1b1,Fluviicola,-0.5105290528047678,0.01098901098901099,0.09436813186813188,0.5105290528047678,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
engase,Fluviicola,-0.510403296251239,9.99000999000999e-4,0.05354220247837269,0.510403296251239,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ist1,Fluviicola,-0.5100216626610682,9.99000999000999e-4,0.05354220247837269,0.5100216626610682,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
igbp1,Fluviicola,-0.509524779718712,0.00999000999000999,0.09285917034994526,0.509524779718712,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppp6r3,Fluviicola,-0.5085825144235587,9.99000999000999e-4,0.05354220247837269,0.5085825144235587,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ddx23,Fluviicola,-0.5070440819104226,0.00599400599400599,0.08296099504890714,0.5070440819104226,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cdk11b,Fluviicola,-0.5047170846513912,0.01398601398601398,0.09728673388467204,0.5047170846513912,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sumo3a,Fluviicola,-0.5039299914916482,9.99000999000999e-4,0.05354220247837269,0.5039299914916482,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
usp5,Fluviicola,-0.5022001232212766,0.00999000999000999,0.09285917034994526,0.5022001232212766,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mycla,Fluviicola,-0.5018121277585755,0.00299700299700299,0.06680929689779247,0.5018121277585755,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mfsd5,Fluviicola,-0.500850751445721,0.00699300699300699,0.08509847640282422,0.500850751445721,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd4a,Fluviicola,-0.5000708574598338,0.00799200799200799,0.08752986144290491,0.5000708574598338,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmc1b,Fluviicola,-0.49900166357187975,0.00499500499500499,0.08117688762850052,0.49900166357187975,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ftr16,Fluviicola,-0.4989653833652468,0.00499500499500499,0.08117688762850052,0.4989653833652468,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ash2l,Fluviicola,-0.49815404712377126,9.99000999000999e-4,0.05354220247837269,0.49815404712377126,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
chmp4bb,Fluviicola,-0.4971546426054449,0.00299700299700299,0.06680929689779247,0.4971546426054449,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
taco1,Tundrisphaera,-0.4956092131976085,0.01198801198801198,0.09436813186813188,0.4956092131976085,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nrros,Fluviicola,-0.4955830455008887,0.01498501498501498,0.09728673388467204,0.4955830455008887,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pdp2,Fluviicola,-0.49531261878262695,0.00299700299700299,0.06680929689779247,0.49531261878262695,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
atg16l1,Fluviicola,-0.49413973515552145,9.99000999000999e-4,0.05354220247837269,0.49413973515552145,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
kdm8,Fluviicola,-0.4910855739199977,0.00899100899100899,0.0909572355355488,0.4910855739199977,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmc2,Fluviicola,-0.4910014033308725,0.00799200799200799,0.08752986144290491,0.4910014033308725,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ms4a17a.6,Fluviicola,-0.4906815918267694,0.01598401598401598,0.09820423478960064,0.4906815918267694,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tubb2b,Fluviicola,-0.4905406058489589,0.00999000999000999,0.09285917034994526,0.4905406058489589,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
polr2b,Fluviicola,-0.4900316670384946,0.00399600399600399,0.07294155120242077,0.4900316670384946,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
itga3a,Fluviicola,-0.4885945702623844,0.00199800199800199,0.06680929689779247,0.4885945702623844,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rraga,Fluviicola,-0.4875306390075189,9.99000999000999e-4,0.05354220247837269,0.4875306390075189,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rmi1,Fluviicola,-0.4858242147264163,0.00599400599400599,0.08296099504890714,0.4858242147264163,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
uba3,Fluviicola,-0.4852560084099656,9.99000999000999e-4,0.05354220247837269,0.4852560084099656,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cul2,Fluviicola,-0.48511385519263767,0.00399600399600399,0.07294155120242077,0.48511385519263767,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
gtf2h4,Fluviicola,-0.4849772103727488,0.00999000999000999,0.09285917034994526,0.4849772103727488,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
thop1,Fluviicola,-0.48492478274367673,0.01298701298701298,0.09565580618212198,0.48492478274367673,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
brd7,Fluviicola,-0.4843789058193567,0.00499500499500499,0.08117688762850052,0.4843789058193567,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppwd1,Fluviicola,-0.48392865330605656,9.99000999000999e-4,0.05354220247837269,0.48392865330605656,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch73-142c19.1,Fluviicola,-0.48074302547034886,0.00599400599400599,0.08296099504890714,0.48074302547034886,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hnrnpul1l,Fluviicola,-0.48039031282120515,9.99000999000999e-4,0.05354220247837269,0.48039031282120515,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sf3a3,Fluviicola,-0.4803581616179426,0.01098901098901099,0.09436813186813188,0.4803581616179426,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:dkey-276j7.2,Fluviicola,-0.4785641044889654,0.00299700299700299,0.06680929689779247,0.4785641044889654,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tcea1,Tundrisphaera,-0.47805431234357,0.01698301698301698,0.09879958378803644,0.47805431234357,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rbm12bb,Fluviicola,-0.4772053489230379,0.00199800199800199,0.06680929689779247,0.4772053489230379,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rhogd,Fluviicola,-0.47654718911079347,9.99000999000999e-4,0.05354220247837269,0.47654718911079347,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC100535415,Fluviicola,-0.4760917220026789,0.00499500499500499,0.08117688762850052,0.4760917220026789,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ndor1,Tundrisphaera,-0.4749569312306052,0.00999000999000999,0.09285917034994526,0.4749569312306052,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
elovl1b,Fluviicola,-0.4745412844020177,0.00299700299700299,0.06680929689779247,0.4745412844020177,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppwd1,Tundrisphaera,-0.4739805014442997,0.00999000999000999,0.09285917034994526,0.4739805014442997,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
heatr6,Paenirhodobacter,-0.4729626416691432,0.01698301698301698,0.09879958378803644,0.4729626416691432,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lasp1,Fluviicola,-0.4715390484097109,0.00199800199800199,0.06680929689779247,0.4715390484097109,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nudt14,Fluviicola,-0.4684603434434944,0.01198801198801198,0.09436813186813188,0.4684603434434944,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
zgc:152816,Fluviicola,-0.46815768950964354,9.99000999000999e-4,0.05354220247837269,0.46815768950964354,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cep43,Fluviicola,-0.467848822133003,0.00799200799200799,0.08752986144290491,0.467848822133003,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rap1b,Fluviicola,-0.46770498905352537,9.99000999000999e-4,0.05354220247837269,0.46770498905352537,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
prpf3,Fluviicola,-0.4673916579754313,0.00699300699300699,0.08509847640282422,0.4673916579754313,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dnajc16l,Fluviicola,-0.4655946816021217,0.00599400599400599,0.08296099504890714,0.4655946816021217,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
prps1b,Fluviicola,-0.46425032959777873,9.99000999000999e-4,0.05354220247837269,0.46425032959777873,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ctnna1,Fluviicola,-0.4641980235958637,0.00199800199800199,0.06680929689779247,0.4641980235958637,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
smu1a,Fluviicola,-0.4626947708320935,9.99000999000999e-4,0.05354220247837269,0.4626947708320935,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
parvg,Fluviicola,-0.4614053304501523,0.00399600399600399,0.07294155120242077,0.4614053304501523,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
triobpa,Fluviicola,-0.4612001900611116,0.00399600399600399,0.07294155120242077,0.4612001900611116,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tank,Fluviicola,-0.4599044448237289,0.00999000999000999,0.09285917034994526,0.4599044448237289,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mrpl21,Tundrisphaera,-0.4577252086428037,0.00299700299700299,0.06680929689779247,0.4577252086428037,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dbnlb,Fluviicola,-0.4576746575641767,0.00199800199800199,0.06680929689779247,0.4576746575641767,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
snapin,Fluviicola,-0.4574977370980662,0.00499500499500499,0.08117688762850052,0.4574977370980662,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-198a12.6,Fluviicola,-0.45724209777206287,9.99000999000999e-4,0.05354220247837269,0.45724209777206287,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
smap1,Fluviicola,-0.4556964877366655,0.01298701298701298,0.09565580618212198,0.4556964877366655,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppp1r11,Fluviicola,-0.4542184345003288,0.00299700299700299,0.06680929689779247,0.4542184345003288,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ube4b,Fluviicola,-0.4537462081376618,9.99000999000999e-4,0.05354220247837269,0.4537462081376618,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ngly1,Fluviicola,-0.4536958393436888,0.01198801198801198,0.09436813186813188,0.4536958393436888,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC137495467,Fluviicola,-0.45328135760389904,0.01698301698301698,0.09879958378803644,0.45328135760389904,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ftr06,Fluviicola,-0.4513673067630376,0.00799200799200799,0.08752986144290491,0.4513673067630376,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tfpil,Fluviicola,-0.4513388204406989,9.99000999000999e-4,0.05354220247837269,0.4513388204406989,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dis3l2,Fluviicola,-0.4505750842100495,0.00299700299700299,0.06680929689779247,0.4505750842100495,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lyz,Fluviicola,-0.4501994399850703,0.01298701298701298,0.09565580618212198,0.4501994399850703,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rft1,Fluviicola,-0.448219197512527,9.99000999000999e-4,0.05354220247837269,0.448219197512527,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
capn7,Fluviicola,-0.447617152379908,9.99000999000999e-4,0.05354220247837269,0.447617152379908,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
eif2d,Fluviicola,-0.4469942573894906,0.00299700299700299,0.06680929689779247,0.4469942573894906,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ikbkb,Fluviicola,-0.4458215614995424,0.00399600399600399,0.07294155120242077,0.4458215614995424,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
unc45a,Fluviicola,-0.4455449597807588,0.01398601398601398,0.09728673388467204,0.4455449597807588,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
smarcb1a,Fluviicola,-0.4451711260039427,0.00699300699300699,0.08509847640282422,0.4451711260039427,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cbx5,Paenirhodobacter,-0.44319640872166827,0.00799200799200799,0.08752986144290491,0.44319640872166827,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cbx5,Tundrisphaera,-0.4431627518762492,0.01598401598401598,0.09820423478960064,0.4431627518762492,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sap130b,Tundrisphaera,-0.44244357396211,0.01398601398601398,0.09728673388467204,0.44244357396211,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
eed,Fluviicola,-0.436911389145558,0.00399600399600399,0.07294155120242077,0.436911389145558,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
bud13,Paenirhodobacter,-0.43570221795409,0.00599400599400599,0.08296099504890714,0.43570221795409,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
seh1l,Fluviicola,-0.43466251542025086,0.00799200799200799,0.08752986144290491,0.43466251542025086,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
trmt61b,Fluviicola,-0.4332749428358724,0.01198801198801198,0.09436813186813188,0.4332749428358724,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pigs,Paenirhodobacter,-0.4327963307757085,0.00699300699300699,0.08509847640282422,0.4327963307757085,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
wu:fk30a06,Paenirhodobacter,-0.4326819091908951,0.01498501498501498,0.09728673388467204,0.4326819091908951,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ptp4a1,Fluviicola,-0.4324844035779779,0.00499500499500499,0.08117688762850052,0.4324844035779779,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
stag1b,Fluviicola,-0.4322250305205995,0.00799200799200799,0.08752986144290491,0.4322250305205995,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sec24b,Fluviicola,-0.43216296473445,9.99000999000999e-4,0.05354220247837269,0.43216296473445,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tubb4b,Fluviicola,-0.4314602869905332,0.01198801198801198,0.09436813186813188,0.4314602869905332,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-218c6.8,Fluviicola,-0.4313619978873158,0.01598401598401598,0.09820423478960064,0.4313619978873158,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cenpt,Fluviicola,-0.4303066999035812,0.01698301698301698,0.09879958378803644,0.4303066999035812,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
parp10,Fluviicola,-0.4281525062955536,9.99000999000999e-4,0.05354220247837269,0.4281525062955536,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC101885830,Fluviicola,-0.4278208002036182,0.01498501498501498,0.09728673388467204,0.4278208002036182,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
msh2,Paenirhodobacter,-0.42647646867009625,0.01198801198801198,0.09436813186813188,0.42647646867009625,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nudt21,Paenirhodobacter,-0.42640910915410046,9.99000999000999e-4,0.05354220247837269,0.42640910915410046,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rpa3,Paenirhodobacter,-0.4235448907926305,0.00599400599400599,0.08296099504890714,0.4235448907926305,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dok2,Fluviicola,-0.4221576410966097,0.00299700299700299,0.06680929689779247,0.4221576410966097,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hck,Fluviicola,-0.42071935292511625,0.00399600399600399,0.07294155120242077,0.42071935292511625,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
csf3r,Fluviicola,-0.41928186003979995,0.01598401598401598,0.09820423478960064,0.41928186003979995,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dnmt1,Tundrisphaera,-0.4191012187128565,0.01198801198801198,0.09436813186813188,0.4191012187128565,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
LOC103909421,Vogesella,0.4186986326780034,0.01298701298701298,0.09565580618212198,0.4186986326780034,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
vrk2,Fluviicola,-0.41858333428633254,0.00299700299700299,0.06680929689779247,0.41858333428633254,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ciao1,Fluviicola,-0.4185066024246229,0.01198801198801198,0.09436813186813188,0.4185066024246229,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mrpl17,Paenirhodobacter,-0.41836769044666505,0.01098901098901099,0.09436813186813188,0.41836769044666505,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pak2b,Fluviicola,-0.4152887138686712,9.99000999000999e-4,0.05354220247837269,0.4152887138686712,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
entpd1,Fluviicola,-0.4136865767726973,0.00599400599400599,0.08296099504890714,0.4136865767726973,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
phlda2,Fluviicola,-0.4130376598347717,0.00299700299700299,0.06680929689779247,0.4130376598347717,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
plrg1,Tundrisphaera,-0.4125817537244307,0.01198801198801198,0.09436813186813188,0.4125817537244307,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rrm1,Paenirhodobacter,-0.4124716747333849,0.00299700299700299,0.06680929689779247,0.4124716747333849,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mnat1,Fluviicola,-0.41173694386975335,9.99000999000999e-4,0.05354220247837269,0.41173694386975335,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
trim35-4,Fluviicola,-0.4107723804446149,0.00799200799200799,0.08752986144290491,0.4107723804446149,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mcm10,Paenirhodobacter,-0.41061991317248153,0.01398601398601398,0.09728673388467204,0.41061991317248153,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
znf703,Fluviicola,-0.4104235881679798,0.00199800199800199,0.06680929689779247,0.4104235881679798,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
anapc10,Tundrisphaera,-0.4090753988673239,0.00799200799200799,0.08752986144290491,0.4090753988673239,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mmp25b,Fluviicola,-0.40852769291840824,0.01398601398601398,0.09728673388467204,0.40852769291840824,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
