m_nls,m_minus_ci_lower,m_mle,loglik_sncm,loglik_bino,loglik_pois,rsqr,rsqr_bino,rsqr_pois,rmse,rmse_bino,rmse_pois,aic_sncm,bic_sncm,aic_bino,bic_bino,aic_pois,bic_pois,N,n_samples,n_taxa_fit,detect_d,Time
0.008281193515214268,NA,0.008309903082965123,NA,-51.12960430558499,-51.121648960169466,0.7017159636324941,-2.67135822067019,-2.671208451072566,0.12311870139531117,0.4319389827438558,0.4319301723821961,-498.3441987781578,-490.51179465294297,106.25920861116998,114.09161273638485,106.24329792033893,114.0757020455538,10282,235,371,9.725734292939116e-5,60
