m_nls,m_minus_ci_lower,m_mle,loglik_sncm,loglik_bino,loglik_pois,rsqr,rsqr_bino,rsqr_pois,rmse,rmse_bino,rmse_pois,aic_sncm,bic_sncm,aic_bino,bic_bino,aic_pois,bic_pois,N,n_samples,n_taxa_fit,detect_d,Time
0.00831155861755512,NA,0.00833810964252255,NA,-121.32681444032113,-121.30471570361075,0.6875749150525111,-5.013621157716069,-5.013356478612204,0.08842754772856101,0.3879561721771314,0.3879476344742078,-1913.6246409559453,-1903.9075108863626,246.65362888064226,256.37075895022497,246.6094314072215,256.3265614768042,10282,235,952,9.725734292939116e-5,60
